"Position","Const","Created","Modified","Description","Title","URL","Title.Type","IMDb.Rating","Runtime..mins.","Year","Genres","Num.Votes","Release.Date","Directors"
137,"tt0067647","2022-01-06","2022-01-06",NA,"I racconti di Canterbury","https://www.imdb.com/title/tt0067647/","movie",6.4,111,1972,"Comedy, Drama, History",7375,"1972-07-02","Pier Paolo Pasolini"
138,"tt0091251","2022-01-06","2022-01-06",NA,"Idi i smotri","https://www.imdb.com/title/tt0091251/","movie",8.4,142,1985,"Drama, Thriller, War",74777,"1985-07-09","Elem Klimov"
139,"tt0039417","2022-01-06","2022-01-06",NA,"Germania anno zero","https://www.imdb.com/title/tt0039417/","movie",7.8,78,1948,"Drama, War",12206,"1948-07-09","Roberto Rossellini"
140,"tt0042788","2022-01-06","2022-01-06",NA,"Night and the City","https://www.imdb.com/title/tt0042788/","movie",7.9,101,1950,"Crime, Film-Noir, Mystery, Sport, Thriller",13698,"1950-06-09","Jules Dassin"
141,"tt0079672","2022-01-06","2022-01-06",NA,"Opening Night","https://www.imdb.com/title/tt0079672/","movie",7.9,144,1977,"Drama",10565,"1977-12-25","John Cassavetes"
142,"tt0055499","2022-01-06","2022-01-06",NA,"Såsom i en spegel","https://www.imdb.com/title/tt0055499/","movie",8,90,1961,"Drama",25044,"1961-10-16","Ingmar Bergman"
143,"tt0062765","2022-01-06","2022-01-06",NA,"Bullitt","https://www.imdb.com/title/tt0062765/","movie",7.4,114,1968,"Action, Crime, Thriller",67949,"1968-10-17","Peter Yates"
144,"tt0025316","2022-01-06","2022-01-06",NA,"It Happened One Night","https://www.imdb.com/title/tt0025316/","movie",8.1,105,1934,"Comedy, Romance",102172,"1934-02-18","Frank Capra"
145,"tt0066473","2022-01-06","2022-01-06",NA,"Tora! Tora! Tora!","https://www.imdb.com/title/tt0066473/","movie",7.5,144,1970,"Action, Drama, History, War",34021,"1970-09-23","Toshio Masuda, Richard Fleischer, Kinji Fukasaku, Akira Kurosawa"
146,"tt0105481","2022-01-06","2022-01-06",NA,"Straight Talk","https://www.imdb.com/title/tt0105481/","movie",5.7,91,1992,"Comedy, Drama, Romance",3691,"1992-04-03","Barnet Kellman"
147,"tt4236310","2022-01-06","2022-01-06",NA,"Cassette: A Documentary Mixtape","https://www.imdb.com/title/tt4236310/","movie",6.5,92,2016,"Documentary, Music",229,"2016-06-27","Zack Taylor, Georg Petzold, Seth Smoot"
148,"tt1814836","2022-01-06","2022-01-06",NA,"Project Nim","https://www.imdb.com/title/tt1814836/","movie",7.4,93,2011,"Documentary",8432,"2011-01-20","James Marsh"
149,"tt4207112","2022-01-06","2022-01-06",NA,"Score: A Film Music Documentary","https://www.imdb.com/title/tt4207112/","movie",7.5,93,2016,"Documentary, Music",4501,"2016-10-08","Matt Schrader"
150,"tt5226984","2022-01-06","2022-01-06",NA,"Tom of Finland","https://www.imdb.com/title/tt5226984/","movie",6.7,117,2017,"Biography, Drama",5883,"2017-01-27","Dome Karukoski"
151,"tt11703710","2022-01-07","2022-01-07",NA,"Downton Abbey: A New Era","https://www.imdb.com/title/tt11703710/","movie",7.6,125,2022,"Drama, Romance",2343,"2022-03-18","Simon Curtis"
152,"tt9603212","2022-01-07","2022-01-07",NA,"Mission: Impossible - Dead Reckoning - Part One","https://www.imdb.com/title/tt9603212/","movie",NA,NA,2023,"Action, Adventure, Thriller",NA,"2023-07-12","Christopher McQuarrie"
153,"tt10640346","2022-01-07","2022-01-07",NA,"Babylon","https://www.imdb.com/title/tt10640346/","movie",NA,NA,2022,"Drama",NA,"2022-12-25","Damien Chazelle"
154,"tt11041332","2022-01-09","2022-01-09",NA,"Yellowjackets","https://www.imdb.com/title/tt11041332/","tvSeries",7.9,60,2021,"Drama, Horror, Mystery, Thriller",37300,"2021-11-14",""
155,"tt0092576","2022-01-09","2022-01-09",NA,"Deliria","https://www.imdb.com/title/tt0092576/","movie",6.6,90,1987,"Horror, Thriller",7861,"1987-01-31","Michele Soavi"
156,"tt0023622","2022-01-09","2022-01-09",NA,"Trouble in Paradise","https://www.imdb.com/title/tt0023622/","movie",8,83,1932,"Comedy, Crime, Romance",14539,"1932-10-27","Ernst Lubitsch"
157,"tt0051201","2022-01-09","2022-01-09",NA,"Witness for the Prosecution","https://www.imdb.com/title/tt0051201/","movie",8.4,116,1957,"Crime, Drama, Mystery, Thriller",121994,"1957-12-17","Billy Wilder"
158,"tt0042546","2022-01-09","2022-01-09",NA,"Harvey","https://www.imdb.com/title/tt0042546/","movie",7.9,104,1950,"Comedy, Drama, Fantasy",55287,"1950-12-04","Henry Koster"
159,"tt0054743","2022-01-09","2022-01-09",NA,"The Children's Hour","https://www.imdb.com/title/tt0054743/","movie",7.8,108,1961,"Drama, Romance",16271,"1961-12-19","William Wyler"
160,"tt8772296","2022-01-09","2022-01-09",NA,"Euphoria","https://www.imdb.com/title/tt8772296/","tvSeries",8.4,55,2019,"Drama",156139,"2019-06-16",""
161,"tt0040522","2022-01-10","2022-01-10",NA,"Ladri di biciclette","https://www.imdb.com/title/tt0040522/","movie",8.3,89,1948,"Drama",160654,"1948-11-21","Vittorio De Sica"
162,"tt0015324","2022-01-10","2022-01-10",NA,"Sherlock Jr.","https://www.imdb.com/title/tt0015324/","movie",8.2,45,1924,"Action, Comedy, Romance",48485,"1924-04-17","Buster Keaton"
163,"tt1279972","2022-01-11","2022-01-11",NA,"Treme","https://www.imdb.com/title/tt1279972/","tvSeries",8.3,55,2010,"Drama, Music",14605,"2010-03-18",""
164,"tt0091538","2022-01-24","2022-01-24",NA,"Mona Lisa","https://www.imdb.com/title/tt0091538/","movie",7.3,104,1986,"Crime, Drama, Romance",16581,"1986-05-31","Neil Jordan"
165,"tt0068805","2022-01-24","2022-01-24",NA,"The King of Marvin Gardens","https://www.imdb.com/title/tt0068805/","movie",6.5,103,1972,"Drama",5468,"1972-10-12","Bob Rafelson"
166,"tt0051525","2022-01-24","2022-01-24",NA,"The Defiant Ones","https://www.imdb.com/title/tt0051525/","movie",7.6,96,1958,"Crime, Drama",15512,"1958-06-29","Stanley Kramer"
167,"tt0068182","2022-01-24","2022-01-24",NA,"Aguirre, der Zorn Gottes","https://www.imdb.com/title/tt0068182/","movie",7.9,95,1972,"Action, Adventure, Biography, Drama, History",56418,"1972-12-29","Werner Herzog"
168,"tt0059712","2022-01-24","2022-01-24",NA,"Ship of Fools","https://www.imdb.com/title/tt0059712/","movie",7,149,1965,"Drama, Romance, War",5978,"1965-07-28","Stanley Kramer"
169,"tt0035211","2022-01-24","2022-01-24",NA,"The Pride of the Yankees","https://www.imdb.com/title/tt0035211/","movie",7.6,128,1942,"Biography, Drama, Romance, Sport",10872,"1942-07-15","Sam Wood"
170,"tt5144072","2022-01-24","2022-01-24",NA,"A Girl in the River: The Price of Forgiveness","https://www.imdb.com/title/tt5144072/","short",7.9,40,2015,"Documentary, Short",1570,"2015-10-28","Sharmeen Obaid-Chinoy"
171,"tt11161474","2022-01-24","2022-01-24",NA,"Pieces of a Woman","https://www.imdb.com/title/tt11161474/","movie",7,126,2020,"Drama",47942,"2020-09-04","Kornél Mundruczó"
172,"tt10360862","2022-01-24","2022-01-24",NA,"The Man Who Sold His Skin","https://www.imdb.com/title/tt10360862/","movie",7,104,2020,"Drama",5421,"2020-09-04","Kaouther Ben Hania"
173,"tt13622084","2022-01-24","2022-01-24",NA,"Ailey","https://www.imdb.com/title/tt13622084/","movie",6.9,95,2021,"Documentary, Biography, History, Music",218,"2021-01-30","Jamila Wignot"
174,"tt9660510","2022-01-24","2022-01-24",NA,"Like a Rolling Stone: The Life & Times of Ben Fong-Torres","https://www.imdb.com/title/tt9660510/","movie",7.5,102,2021,"Documentary",55,"2021-06-10","Suzanne Kai"
175,"tt0042192","2022-01-24","2022-01-24",NA,"All About Eve","https://www.imdb.com/title/tt0042192/","movie",8.2,138,1950,"Drama",129521,"1950-10-13","Joseph L. Mankiewicz"
176,"tt0042876","2022-01-24","2022-01-24",NA,"Rashômon","https://www.imdb.com/title/tt0042876/","movie",8.2,88,1950,"Crime, Drama, Mystery",165384,"1950-08-26","Akira Kurosawa"
177,"tt0019254","2022-01-24","2022-01-24",NA,"La passion de Jeanne d'Arc","https://www.imdb.com/title/tt0019254/","movie",8.2,110,1928,"Biography, Drama, History",53501,"1928-04-21","Carl Theodor Dreyer"
178,"tt0055353","2022-01-24","2022-01-24",NA,"A Raisin in the Sun","https://www.imdb.com/title/tt0055353/","movie",8,128,1961,"Drama",8482,"1961-03-29","Daniel Petrie"
179,"tt0047528","2022-01-24","2022-01-24",NA,"La strada","https://www.imdb.com/title/tt0047528/","movie",8,108,1954,"Drama",62491,"1954-09-06","Federico Fellini"
180,"tt0086969","2022-01-24","2022-01-24",NA,"Birdy","https://www.imdb.com/title/tt0086969/","movie",7.2,120,1984,"Drama, War",23104,"1984-12-21","Alan Parker"
181,"tt10731256","2022-01-24","2022-01-24",NA,"Don't Worry Darling","https://www.imdb.com/title/tt10731256/","movie",NA,NA,2022,"Thriller",NA,"2022-09-20","Olivia Wilde"
182,"tt0118799","2022-01-24","2022-01-24",NA,"La vita è bella","https://www.imdb.com/title/tt0118799/","movie",8.6,116,1997,"Comedy, Drama, Romance, War",676002,"1997-12-20","Roberto Benigni"
183,"tt0036775","2022-01-24","2022-01-24",NA,"Double Indemnity","https://www.imdb.com/title/tt0036775/","movie",8.3,107,1944,"Crime, Drama, Film-Noir, Mystery, Thriller",154192,"1944-04-24","Billy Wilder"
184,"tt0051036","2022-01-24","2022-01-24",NA,"Sweet Smell of Success","https://www.imdb.com/title/tt0051036/","movie",8,96,1957,"Drama, Film-Noir",31404,"1957-06-27","Alexander Mackendrick"
185,"tt0069281","2022-01-24","2022-01-24",NA,"Sleuth","https://www.imdb.com/title/tt0069281/","movie",8,138,1972,"Mystery, Thriller",47350,"1972-12-10","Joseph L. Mankiewicz"
186,"tt7461272","2022-01-25","2022-01-25",NA,"Call Jane","https://www.imdb.com/title/tt7461272/","movie",6.8,121,2022,"Drama, History",211,"2022-01-21","Phyllis Nagy"
187,"tt8690918","2022-01-28","2022-01-28",NA,"Resident Alien","https://www.imdb.com/title/tt8690918/","tvSeries",8.1,44,2021,"Comedy, Drama, Mystery, Sci-Fi",35197,"2021-01-27",""
188,"tt0128996","2022-01-30","2022-01-30",NA,"Cinderella","https://www.imdb.com/title/tt0128996/","tvMovie",6.6,88,1997,"Family, Fantasy, Musical, Romance",8256,"1997-11-02","Robert Iscove"
189,"tt0052225","2022-01-30","2022-01-30",NA,"South Pacific","https://www.imdb.com/title/tt0052225/","movie",6.8,157,1958,"Musical, Romance, War",8838,"1958-03-19","Joshua Logan"
190,"tt11878978","2022-02-01","2022-02-01",NA,"Hysterical Girl","https://www.imdb.com/title/tt11878978/","short",7.4,13,2020,"Documentary, Short",309,"2020-10-17","Kate Novack"
191,"tt0074605","2022-02-01","2022-02-01",NA,"Harlan County U.S.A.","https://www.imdb.com/title/tt0074605/","movie",8.2,103,1976,"Documentary",5778,"1976-10-15","Barbara Kopple"
192,"tt0056119","2022-02-01","2022-02-01",NA,"La jetée","https://www.imdb.com/title/tt0056119/","short",8.2,28,1962,"Short, Drama, Romance, Sci-Fi",33123,"1962-02-16","Chris Marker"
193,"tt0042041","2022-02-01","2022-02-01",NA,"White Heat","https://www.imdb.com/title/tt0042041/","movie",8.1,114,1949,"Action, Crime, Drama, Film-Noir",32430,"1949-08-25","Raoul Walsh"
194,"tt0038890","2022-02-01","2022-02-01",NA,"Roma città aperta","https://www.imdb.com/title/tt0038890/","movie",8,103,1945,"Drama, Thriller, War",26167,"1945-09-24","Roberto Rossellini"
195,"tt0093191","2022-02-01","2022-02-01",NA,"Der Himmel über Berlin","https://www.imdb.com/title/tt0093191/","movie",8,128,1987,"Drama, Fantasy, Romance",69958,"1987-05-17","Wim Wenders"
196,"tt9280166","2022-02-01","2022-02-01",NA,"Feeling Through","https://www.imdb.com/title/tt9280166/","short",7.5,18,2019,"Short, Drama",1830,"2019-05-31","Doug Roland"
197,"tt6073176","2022-02-01","2022-02-01",NA,"The White Helmets","https://www.imdb.com/title/tt6073176/","short",7.5,41,2016,"Documentary, Short, War",7699,"2016-09-16","Orlando von Einsiedel"
198,"tt6939026","2022-02-01","2022-02-01",NA,"Period. End of Sentence.","https://www.imdb.com/title/tt6939026/","short",7.4,26,2018,"Documentary, Short",5987,"2018-04-05","Rayka Zehtabchi"
199,"tt0024034","2022-02-01","2022-02-01",NA,"42nd Street","https://www.imdb.com/title/tt0024034/","movie",7.3,89,1933,"Comedy, Drama, Musical, Romance",11824,"1933-02-23","Lloyd Bacon"
200,"tt14039636","2022-02-01","2022-02-01",NA,"Opera","https://www.imdb.com/title/tt14039636/","short",7.4,9,2020,"Animation, Short",858,"2020-09-23","Erick Oh"
201,"tt8163822","2022-02-01","2022-02-01",NA,"The Neighbors' Window","https://www.imdb.com/title/tt8163822/","short",7.3,21,2019,"Short, Drama",4888,"2019-04-26","Marshall Curry"
202,"tt12979636","2022-02-01","2022-02-01",NA,"Hunger Ward","https://www.imdb.com/title/tt12979636/","short",7.1,40,2020,"Documentary, Short, War",727,"2020-11-11","Skye Fitzgerald"
203,"tt11962160","2022-02-01","2022-02-01",NA,"The Letter Room","https://www.imdb.com/title/tt11962160/","short",6.8,33,2020,"Short, Comedy",2644,"2020-11-09","Elvira Lind"
204,"tt0054389","2022-02-02","2022-02-02",NA,"Tirez sur le pianiste","https://www.imdb.com/title/tt0054389/","movie",7.4,81,1960,"Crime, Drama, Thriller",19157,"1960-10-21","François Truffaut"
205,"tt0086979","2022-02-02","2022-02-02",NA,"Blood Simple","https://www.imdb.com/title/tt0086979/","movie",7.6,99,1984,"Crime, Drama, Thriller",95401,"1984-03-26","Joel Coen, Ethan Coen"
206,"tt0037913","2022-02-02","2022-02-02",NA,"Mildred Pierce","https://www.imdb.com/title/tt0037913/","movie",8,111,1945,"Crime, Drama, Film-Noir, Mystery, Romance",25523,"1945-09-28","Michael Curtiz"
207,"tt0159382","2022-02-02","2022-02-02",NA,"Croupier","https://www.imdb.com/title/tt0159382/","movie",7,94,1998,"Crime, Drama",21398,"1998-06-25","Mike Hodges"
208,"tt0037638","2022-02-02","2022-02-02",NA,"Detour","https://www.imdb.com/title/tt0037638/","movie",7.3,68,1945,"Crime, Drama, Film-Noir",17250,"1945-11-14","Edgar G. Ulmer"
209,"tt0045877","2022-02-02","2022-02-02",NA,"The Hitch-Hiker","https://www.imdb.com/title/tt0045877/","movie",6.9,71,1953,"Crime, Drama, Film-Noir, Thriller",8813,"1953-03-20","Ida Lupino"
210,"tt0038988","2022-02-02","2022-02-02",NA,"The Strange Love of Martha Ivers","https://www.imdb.com/title/tt0038988/","movie",7.4,116,1946,"Drama, Film-Noir, Romance",9753,"1946-06-13","Lewis Milestone"
211,"tt0042593","2022-02-02","2022-02-02",NA,"In a Lonely Place","https://www.imdb.com/title/tt0042593/","movie",7.9,94,1950,"Drama, Film-Noir, Mystery, Romance, Thriller",30954,"1950-05-17","Nicholas Ray"
212,"tt0037469","2022-02-02","2022-02-02",NA,"The Woman in the Window","https://www.imdb.com/title/tt0037469/","movie",7.6,107,1944,"Crime, Drama, Film-Noir, Mystery, Thriller",15919,"1944-10-25","Fritz Lang"
213,"tt0029453","2022-02-02","2022-02-02",NA,"Pépé le Moko","https://www.imdb.com/title/tt0029453/","movie",7.7,94,1937,"Crime, Drama, Romance",7366,"1937-01-28","Julien Duvivier"
214,"tt0074749","2022-02-02","2022-02-02",NA,"The Killing of a Chinese Bookie","https://www.imdb.com/title/tt0074749/","movie",7.3,135,1976,"Crime, Drama, Thriller",12856,"1976-02-15","John Cassavetes"
215,"tt0038991","2022-02-02","2022-02-02",NA,"The Stranger","https://www.imdb.com/title/tt0038991/","movie",7.3,95,1946,"Crime, Drama, Film-Noir, Mystery, Thriller",26304,"1946-07-02","Orson Welles"
216,"tt0082220","2022-02-02","2022-02-02",NA,"Cutter's Way","https://www.imdb.com/title/tt0082220/","movie",6.8,109,1981,"Crime, Drama, Mystery, Thriller",6599,"1981-03-20","Ivan Passer"
217,"tt0044789","2022-02-02","2022-02-02",NA,"Kansas City Confidential","https://www.imdb.com/title/tt0044789/","movie",7.3,99,1952,"Crime, Drama, Film-Noir, Thriller",7092,"1952-11-07","Phil Karlson"
218,"tt0293475","2022-02-03","2022-02-03",NA,"Original Cast Album: Company","https://www.imdb.com/title/tt0293475/","movie",8,53,1970,"Documentary",741,"1970-10-28","D.A. Pennebaker"
219,"tt0072562","2022-02-03","2022-02-03",NA,"Saturday Night Live","https://www.imdb.com/title/tt0072562/","tvSeries",8,90,1975,"Comedy, Music",47897,"1975-10-11",""
220,"tt0118564","2022-02-03","2022-02-03",NA,"Affliction","https://www.imdb.com/title/tt0118564/","movie",6.9,114,1997,"Drama, Mystery, Thriller",17093,"1997-08-28","Paul Schrader"
221,"tt0018515","2022-02-03","2022-02-03",NA,"Two Arabian Knights","https://www.imdb.com/title/tt0018515/","movie",6.7,92,1927,"Adventure, Comedy, Romance",1011,"1927-09-23","Lewis Milestone"
222,"tt0019451","2022-02-03","2022-02-03",NA,"Tempest","https://www.imdb.com/title/tt0019451/","movie",6.8,102,1928,"Drama, Romance",446,"1928-05-15","Lewis Milestone, Viktor Tourjansky, Sam Taylor"
223,"tt0443272","2022-02-03","2022-02-03",NA,"Lincoln","https://www.imdb.com/title/tt0443272/","movie",7.3,150,2012,"Biography, Drama, History, War",257896,"2012-10-08","Steven Spielberg"
224,"tt0029942","2022-02-03","2022-02-03",NA,"Boys Town","https://www.imdb.com/title/tt0029942/","movie",7.2,96,1938,"Biography, Drama, Family",5723,"1938-09-08","Norman Taurog"
225,"tt0029843","2022-02-03","2022-02-03",NA,"The Adventures of Robin Hood","https://www.imdb.com/title/tt0029843/","movie",7.9,102,1938,"Action, Adventure, Romance",50596,"1938-05-12","Michael Curtiz, William Keighley"
226,"tt0030202","2022-02-03","2022-02-03",NA,"The Great Waltz","https://www.imdb.com/title/tt0030202/","movie",6.5,104,1938,"Biography, Drama, Music, Musical, Romance",1198,"1938-11-04","Julien Duvivier, Victor Fleming, Josef von Sternberg"
227,"tt0030128","2022-02-03","2022-02-03",NA,"Ferdinand the Bull","https://www.imdb.com/title/tt0030128/","short",7.1,8,1938,"Animation, Short, Comedy, Family",3069,"1938-11-25","Dick Rickard"
228,"tt0030855","2022-02-03","2022-02-03",NA,"That Mothers Might Live","https://www.imdb.com/title/tt0030855/","short",6.4,10,1938,"Short, Biography, Drama",225,"1938-04-30","Fred Zinnemann"
229,"tt0030637","2022-02-03","2022-02-03",NA,"Pygmalion","https://www.imdb.com/title/tt0030637/","movie",7.8,96,1938,"Comedy, Drama, Romance",8669,"1938-08-29","Anthony Asquith, Leslie Howard"
230,"tt0019788","2022-02-03","2022-02-03",NA,"Coquette","https://www.imdb.com/title/tt0019788/","movie",5.6,76,1929,"Drama, Romance",2182,"1929-03-30","Sam Taylor"
231,"tt0020018","2022-02-03","2022-02-03",NA,"In Old Arizona","https://www.imdb.com/title/tt0020018/","movie",5.6,95,1928,"Western",1098,"1928-12-25","Irving Cummings"
232,"tt0019257","2022-02-03","2022-02-03",NA,"The Patriot","https://www.imdb.com/title/tt0019257/","movie",NA,113,1928,"Drama, History, Thriller",NA,"1928-08-17","Ernst Lubitsch"
233,"tt0019729","2022-02-03","2022-02-03",NA,"The Broadway Melody","https://www.imdb.com/title/tt0019729/","movie",5.6,100,1929,"Drama, Musical, Romance",7185,"1929-02-01","Harry Beaumont"
234,"tt0021885","2022-02-03","2022-02-03",NA,"A Free Soul","https://www.imdb.com/title/tt0021885/","movie",6.6,93,1931,"Crime, Drama, Romance",2611,"1931-06-02","Clarence Brown"
235,"tt0041113","2022-02-03","2022-02-03",NA,"All the King's Men","https://www.imdb.com/title/tt0041113/","movie",7.4,110,1949,"Drama, Film-Noir",14872,"1949-11-08","Robert Rossen"
236,"tt0041996","2022-02-03","2022-02-03",NA,"Twelve O'Clock High","https://www.imdb.com/title/tt0041996/","movie",7.7,132,1949,"Drama, War",14564,"1949-12-21","Henry King"
237,"tt0041452","2022-02-03","2022-02-03",NA,"The Heiress","https://www.imdb.com/title/tt0041452/","movie",8.1,115,1949,"Drama, Romance",15675,"1949-10-06","William Wyler"
238,"tt0041594","2022-02-03","2022-02-03",NA,"Little Women","https://www.imdb.com/title/tt0041594/","movie",7.2,122,1949,"Drama, Family, Romance",7437,"1949-03-10","Mervyn LeRoy"
239,"tt0041240","2022-02-03","2022-02-03",NA,"A Chance to Live","https://www.imdb.com/title/tt0041240/","short",5.7,18,1949,"Documentary, Short",44,"1949-12-01","James L. Shute"
240,"tt0041891","2022-02-03","2022-02-03",NA,"So Much for So Little","https://www.imdb.com/title/tt0041891/","short",6.2,10,1949,"Documentary, Short, Animation",412,"1949-01-01","Chuck Jones"
241,"tt0041716","2022-02-03","2022-02-03",NA,"On the Town","https://www.imdb.com/title/tt0041716/","movie",7.3,98,1949,"Comedy, Musical, Romance",17381,"1949-12-08","Gene Kelly, Stanley Donen"
242,"tt0040930","2022-02-03","2022-02-03",NA,"Van Gogh","https://www.imdb.com/title/tt0040930/","short",6.7,20,1948,"Documentary, Short",440,"1948-09-30","Alain Resnais"
243,"tt0041587","2022-02-03","2022-02-03",NA,"A Letter to Three Wives","https://www.imdb.com/title/tt0041587/","movie",7.7,103,1949,"Comedy, Drama, Romance",9715,"1949-01-20","Joseph L. Mankiewicz"
244,"tt0059894","2022-02-03","2022-02-03",NA,"The War Game","https://www.imdb.com/title/tt0059894/","tvMovie",8,48,1966,"Drama, War",6744,"1966-04-13","Peter Watkins"
245,"tt0061205","2022-02-03","2022-02-03",NA,"A Year Toward Tomorrow","https://www.imdb.com/title/tt0061205/","short",5.7,25,1966,"Documentary, Short",47,"","Edmond Levy"
246,"tt0060397","2022-02-03","2022-02-03",NA,"Fantastic Voyage","https://www.imdb.com/title/tt0060397/","movie",6.8,100,1966,"Adventure, Family, Sci-Fi",18709,"1966-08-24","Richard Fleischer"
247,"tt0061138","2022-02-03","2022-02-03",NA,"Un homme et une femme","https://www.imdb.com/title/tt0061138/","movie",7.5,102,1966,"Drama, Romance",10614,"1966-05-10","Claude Lelouch"
248,"tt0907657","2022-02-03","2022-02-03",NA,"Once","https://www.imdb.com/title/tt0907657/","movie",7.8,86,2007,"Drama, Music, Romance",115679,"2007-01-20","John Carney"
249,"tt0820971","2022-02-03","2022-02-03",NA,"Le Mozart des pickpockets","https://www.imdb.com/title/tt0820971/","short",7,31,2006,"Short, Comedy, Crime",905,"2006-05-14","Philippe Pollet-Villard"
250,"tt0813547","2022-02-03","2022-02-03",NA,"Die Fälscher","https://www.imdb.com/title/tt0813547/","movie",7.5,99,2007,"Crime, Drama, History, War",45482,"2007-02-10","Stefan Ruzowitzky"
251,"tt0498380","2022-02-03","2022-02-03",NA,"Letters from Iwo Jima","https://www.imdb.com/title/tt0498380/","movie",7.9,141,2006,"Action, Adventure, Drama, History, War",161233,"2006-11-15","Clint Eastwood"
252,"tt0933357","2022-02-03","2022-02-03",NA,"The Danish Poet","https://www.imdb.com/title/tt0933357/","short",7.5,15,2006,"Animation, Short, Romance",2436,"2006-02-15","Torill Kove"
253,"tt0438575","2022-02-03","2022-02-03",NA,"West Bank Story","https://www.imdb.com/title/tt0438575/","short",7.2,21,2005,"Short, Comedy, Musical, Romance",1638,"2005-01-20","Ari Sandel"
254,"tt0859595","2022-02-03","2022-02-03",NA,"The Blood of Yingzhou District","https://www.imdb.com/title/tt0859595/","short",7.3,38,2006,"Documentary, Short",287,"2006-06-14","Ruby Yang"
255,"tt0057831","2022-02-03","2022-02-03",NA,"Alexis Zorbas","https://www.imdb.com/title/tt0057831/","movie",7.6,142,1964,"Comedy, Drama",22340,"1964-12-14","Michael Cacoyannis"
256,"tt0058404","2022-02-03","2022-02-03",NA,"The Night of the Iguana","https://www.imdb.com/title/tt0058404/","movie",7.6,125,1964,"Drama",11674,"1964-06-09","John Huston"
257,"tt0058364","2022-02-03","2022-02-03",NA,"Le monde sans soleil","https://www.imdb.com/title/tt0058364/","movie",7.5,93,1964,"Documentary",463,"1964-09-30","Jacques-Yves Cousteau"
258,"tt0058410","2022-02-03","2022-02-03",NA,"Nine from Little Rock","https://www.imdb.com/title/tt0058410/","short",6.9,20,1964,"Documentary, Short",82,"","Charles Guggenheim"
259,"tt0057171","2022-02-03","2022-02-03",NA,"Ieri oggi domani","https://www.imdb.com/title/tt0057171/","movie",7.2,114,1963,"Comedy, Romance",8948,"1963-12-21","Vittorio De Sica"
260,"tt0058472","2022-02-03","2022-02-03",NA,"The Pink Phink","https://www.imdb.com/title/tt0058472/","short",7.6,7,1964,"Animation, Family, Comedy, Short",1324,"1964-12-18","Hawley Pratt, Friz Freleng"
261,"tt0057922","2022-02-03","2022-02-03",NA,"Casals Conducts: 1964","https://www.imdb.com/title/tt0057922/","short",5.2,20,1964,"Short",15,"","Larry Sturhahn"
262,"tt0058092","2022-02-03","2022-02-03",NA,"Father Goose","https://www.imdb.com/title/tt0058092/","movie",7.3,118,1964,"Adventure, Comedy, Romance, War",10943,"1964-12-10","Ralph Nelson"
263,"tt0094964","2022-02-03","2022-02-03",NA,"Dead Ringers","https://www.imdb.com/title/tt0094964/","movie",7.2,116,1988,"Drama, Horror, Thriller",46045,"1988-09-08","David Cronenberg"
264,"tt0120255","2022-02-03","2022-02-03",NA,"The Sweet Hereafter","https://www.imdb.com/title/tt0120255/","movie",7.5,112,1997,"Drama",34906,"1997-05-15","Atom Egoyan"
265,"tt0410097","2022-02-03","2022-02-03",NA,"Hustle & Flow","https://www.imdb.com/title/tt0410097/","movie",7.3,116,2005,"Crime, Drama, Music",40416,"2005-01-31","Craig Brewer"
266,"tt0360717","2022-02-03","2022-02-03",NA,"King Kong","https://www.imdb.com/title/tt0360717/","movie",7.2,187,2005,"Action, Adventure, Drama, Romance",416185,"2005-12-05","Peter Jackson"
267,"tt0449619","2022-02-03","2022-02-03",NA,"The Moon and the Son: An Imagined Conversation","https://www.imdb.com/title/tt0449619/","short",6.9,28,2005,"Animation, Short, Biography",641,"2005-01-05","John Canemaker"
268,"tt0425458","2022-02-03","2022-02-03",NA,"Six Shooter","https://www.imdb.com/title/tt0425458/","short",7.4,27,2004,"Short, Comedy, Drama",12302,"2004-10-14","Martin McDonagh"
269,"tt0491795","2022-02-03","2022-02-03",NA,"A Note of Triumph: The Golden Age of Norman Corwin","https://www.imdb.com/title/tt0491795/","short",7.1,39,2005,"Documentary, Short, Biography",117,"2005-08-19","Eric Simonson"
270,"tt0468565","2022-02-03","2022-02-03",NA,"Tsotsi","https://www.imdb.com/title/tt0468565/","movie",7.2,95,2005,"Crime, Drama",28502,"2005-08-18","Gavin Hood"
271,"tt0019217","2022-02-04","2022-02-04",NA,"The Noose","https://www.imdb.com/title/tt0019217/","movie",6.9,65,1928,"Drama",75,"1928-01-29","John Francis Dillon"
272,"tt0110057","2022-02-04","2022-02-04",NA,"Hoop Dreams","https://www.imdb.com/title/tt0110057/","movie",8.3,170,1994,"Documentary, Drama, Sport",26165,"1994-01-31","Steve James"
273,"tt5776858","2022-02-04","2022-02-04",NA,"Phantom Thread","https://www.imdb.com/title/tt5776858/","movie",7.4,130,2017,"Drama, Romance",128702,"2017-12-11","Paul Thomas Anderson"
274,"tt0077413","2022-02-08","2022-02-08",NA,"Death on the Nile","https://www.imdb.com/title/tt0077413/","movie",7.2,140,1978,"Crime, Drama, Mystery",33840,"1978-09-29","John Guillermin"
275,"tt0035369","2022-02-21","2022-02-21",NA,"The Spoilers","https://www.imdb.com/title/tt0035369/","movie",6.7,87,1942,"Drama, Western",2842,"1942-05-08","Ray Enright"
